Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_il_6m","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount"
"","","8000","8000","8000"," 36 months","  5.32%","240.92","A","A1","Director of Brand Development","5 years","RENT","89000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","802xx","CO","18.81","0","Jan-2002","0","","","17","0","15716","35.6%","31","w","6963.58","6963.58","1199.87","1199.87","1036.42","163.45","0.0","0.0","0.0","Sep-2017","240.92","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","54811","1","12","0","0","43","39095","49","1","1","7587","44","44100","0","0","0","1","3224","26503","37","0","0","168","182","5","5","0","5","","","","0","4","5","4","6","22","5","9","5","17","0","0","0","1","100","50","0","0","124699","54811","42100","80599","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","12000","12000","12000"," 36 months"," 10.49%","389.98","B","B2","Slot Service Specialist ","2 years","RENT","48000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","540xx","WI","18.98","0","Aug-2009","0","","","13","0","14559","35.8%","16","w","10549.46","10549.46","1935.91","1935.91","1450.54","485.37","0.0","0.0","0.0","Sep-2017","389.98","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","117","48143","0","4","0","0","39","33584","69","2","3","7194","54","40700","0","1","1","3","3703","23841","37.9","0","0","91","71","10","10","0","10","","10","","0","4","4","7","8","6","9","10","4","13","0","0","0","2","100","14.3","0","0","89717","48143","38400","49017","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","21000","21000","21000"," 60 months"," 13.99%","488.53","C","C3","Superviaor","7 years","MORTGAGE","95000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","016xx","MA","14.29","0","Nov-2005","0","","","12","0","20775","87.7%","21","w","19752.73","19752.73","2410.01","2410.01","1247.27","1162.74","0.0","0.0","0.0","Sep-2017","488.53","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","214375","1","2","1","1","11","23790","66","2","3","1964","74","23700","0","5","1","4","17865","1766","80.4","0","0","101","136","3","3","1","3","","10","","0","5","9","5","8","6","9","14","9","12","0","0","0","3","100","80","0","0","246511","44565","9000","36253","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","17000","17000","16950"," 36 months","  8.24%","534.61","B","B1","Account Manager","5 years","MORTGAGE","160000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","840xx","UT","17.32","0","Oct-2000","0","","83","14","1","15610","75.8%","19","f","14883.28","14839.51","2715.86","2707.87","2116.72","599.14","0.0","0.0","0.0","Sep-2017","534.61","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","90","71660","1","6","1","3","7","56050","71","1","1","5662","72","20600","0","8","0","4","5119","3127","77","0","0","197","66","6","6","0","50","","17","","0","3","8","3","3","11","8","8","8","14","0","0","0","2","100","66.7","1","0","99384","71660","13600","78784","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","24000","24000","24000"," 60 months"," 14.99%","570.84","C","C4","Manager","2 years","OWN","61360","Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","405xx","KY","25.15","1","Sep-1998","0","11","","20","0","32202","55.1%","38","w","22610.52","22610.52","2814.23","2814.23","1389.48","1424.75","0.0","0.0","0.0","Sep-2017","570.84","Oct-2017","Sep-2017","1","","1","INDIVIDUAL","","","","0","1102","196467","0","3","0","1","19","17860","57","1","2","12130","56","58400","0","0","0","3","10340","12088","72.6","0","0","198","222","9","9","3","16","41","19","24","0","6","9","8","10","12","15","22","9","20","0","0","0","1","92.1","62.5","0","0","254127","50722","44100","31317","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","40000","40000","40000"," 36 months"," 17.99%","1445.9","D","D2","Field Test Technician","10+ years","MORTGAGE","139000","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","483xx","MI","5.91","1","Jun-2000","0","20","","5","0","32103","36.9%","18","w","34728.46","34728.46","8301.95","8301.95","5271.54","3030.41","0.0","0.0","0.0","Sep-2017","1445.9","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","299418","1","0","1","3","12","0","","0","0","11588","37","87000","0","5","2","4","59884","54897","36.9","0","0","123","201","72","2","5","72","20","3","20","0","4","4","4","6","7","4","6","4","5","0","0","0","2","94.4","25","0","0","357000","32103","87000","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","8500","8500","8500"," 36 months","  8.24%","267.31","B","B1","Sales Manager","2 years","MORTGAGE","89000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","301xx","GA","10.29","0","May-2006","0","63","75","7","1","7007","62%","13","w","7440.84","7440.84","1328.77","1328.77","1059.16","269.61","0.0","0.0","0.0","Sep-2017","267.31","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","158472","0","2","0","1","18","14017","46","2","2","3786","50","11300","0","0","1","3","22639","4293","62","0","0","130","127","10","10","2","10","","12","","0","3","3","4","4","5","4","6","3","7","0","0","0","2","91.7","50","1","0","185779","21024","11300","30602","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","14000","14000","14000"," 60 months"," 23.99%","402.68","E","E2","Lead teller operations specialist","5 years","RENT","35000","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","440xx","OH","31.1","0","Jul-2006","0","","","14","0","20658","78%","32","w","13360.97","13360.97","1976.08","1976.08","639.03","1337.05","0.0","0.0","0.0","Sep-2017","402.68","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","64341","1","5","0","2","18","43683","95","2","2","9747","89","26500","1","0","2","4","4949","4571","79.9","0","0","128","117","4","4","0","4","","12","","0","4","6","6","9","16","9","16","6","14","0","0","0","2","100","50","0","0","72466","64341","22700","45966","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","9000","9000","9000"," 36 months"," 10.49%","292.48","B","B2","Medical Technologist (MT)","2 years","RENT","70000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","564xx","MN","13.85","0","Sep-1995","1","41","58","13","1","4660","43.1%","36","f","7912.12","7912.12","1451.91","1451.91","1087.88","364.03","0.0","0.0","0.0","Sep-2017","292.48","Oct-2017","Sep-2017","0","41","1","INDIVIDUAL","","","","0","0","47858","1","5","0","1","17","43198","100","2","4","2395","89","10800","0","0","2","5","4351","3228","48.8","0","0","162","258","2","2","2","12","","2","","4","2","4","2","8","17","8","17","4","12","0","0","0","2","83.9","0","1","0","53963","47858","6300","43163","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","3000","3000","3000"," 36 months","  8.24%","94.35","B","B1","Baker","2 years","RENT","20000","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","930xx","CA","11.76","0","Apr-2001","1","37","","8","0","8528","47.9%","13","w","2626.15","2626.15","469.0","469.00","373.85","95.15","0.0","0.0","0.0","Sep-2017","94.35","Oct-2017","Sep-2017","0","39","1","INDIVIDUAL","","","","0","0","8528","1","0","0","0","","0","","2","2","1897","48","17800","0","0","1","2","1218","5444","38.1","0","0","","191","4","4","0","4","39","4","37","1","2","4","5","7","0","8","13","4","8","0","0","0","2","84.6","50","0","0","17800","8528","8800","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","18000","18000","18000"," 36 months"," 18.99%","659.72","D","D3","Sales Executive","10+ years","RENT","69000","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","606xx","IL","21.46","0","Jan-1982","0","","","4","0","20278","87.4%","4","f","16065.38","16065.38","3260.62","3260.62","1934.62","1326.00","0.0","0.0","0.0","Sep-2017","659.72","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","35644","0","1","0","1","13","15366","70","0","1","7872","79","23200","0","0","0","2","8911","2432","86.4","0","0","13","422","23","13","0","23","","23","","0","2","3","2","2","1","3","3","3","4","0","0","0","0","100","100","0","0","45200","35644","17900","22000","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10000","10000","10000"," 36 months","  7.99%","313.32","A","A5","Medical Biller","1 year","MORTGAGE","37000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","117xx","NY","12.46","0","Nov-2003","0","","","10","0","5894","33.9%","15","w","8749.77","8749.77","1591.02","1591.02","1250.23","340.79","0.0","0.0","0.0","Sep-2017","313.32","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","151695","0","2","0","1","14","5382","64","1","1","1690","44","17400","0","0","1","2","15170","8833","31","0","0","160","107","8","8","1","8","","8","","0","3","5","3","4","6","7","8","5","10","0","0","0","1","100","0","0","0","174348","11276","12800","8448","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","24000","24000","24000"," 60 months"," 14.99%","570.84","C","C4","RN Education Manager","8 years","MORTGAGE","78000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","815xx","CO","22.62","0","Oct-1984","0","27","","14","0","30374","66.3%","33","w","22610.52","22610.52","2814.23","2814.23","1389.48","1424.75","0.0","0.0","0.0","Sep-2017","570.84","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","147443","2","2","0","1","24","12226","47","3","4","9701","58","45800","0","5","1","5","10532","8706","75.4","0","0","116","324","3","3","4","3","","11","27","0","4","8","4","11","4","10","23","8","14","0","0","0","3","97","75","0","0","186099","42600","35400","26299","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10000","10000","10000"," 36 months"," 11.49%","329.72","B","B5","IT Manager","9 years","MORTGAGE","55000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","856xx","AZ","28.04","0","Oct-2010","1","33","","11","0","11935","46.8%","18","w","8807.53","8807.53","1644.96","1644.96","1192.47","452.49","0.0","0.0","0.0","Sep-2017","329.72","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","141041","4","2","0","1","21","24431","62","3","5","3612","56","25500","3","1","5","7","12822","6763","52.7","0","0","66","77","3","3","1","3","33","3","33","0","4","8","4","5","5","8","12","8","11","0","0","0","4","94.4","0","0","0","170087","36366","14300","39581","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","40000","40000","40000"," 60 months"," 11.44%","878.5","B","B4","Dentist","10+ years","OWN","200000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","130xx","NY","5.01","0","Mar-1980","1","","","9","0","204942","11.7%","27","w","37466.32","37466.32","4341.66","4341.66","2533.68","1807.98","0.0","0.0","0.0","Sep-2017","878.5","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","205391","2","1","0","0","32","449","31","4","5","4316","12","401600","2","2","9","5","22821","106504","12.9","0","0","217","444","1","1","4","5","","3","","0","3","5","4","10","8","8","15","5","9","0","0","0","4","100","0","0","0","403037","205391","115000","1437","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","15900","15900","15900"," 60 months"," 14.99%","378.18","C","C4","Road driver","10+ years","MORTGAGE","103000","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","532xx","WI","8.81","0","Oct-1986","1","","","16","0","34674","36.2%","36","w","14979.48","14979.48","1864.42","1864.42","920.52","943.90","0.0","0.0","0.0","Sep-2017","378.18","Oct-2017","Sep-2017","1","","1","INDIVIDUAL","","","","0","5250","156154","0","0","0","0","36","0","","2","5","10287","36","95700","2","2","3","7","10410","54740","37","0","0","129","365","8","8","4","8","","2","","0","4","5","10","16","5","14","25","5","16","0","0","0","2","100","40","0","0","219294","34863","86900","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","16000","16000","16000"," 60 months"," 12.74%","361.93","C","C1","Fiscal Analysis ","< 1 year","RENT","62000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","968xx","HI","24.43","0","Sep-1987","0","27","","18","0","152","0.5%","29","w","4899.29","4899.29","11787.0","11787.00","11100.71","686.29","0.0","0.0","0.0","Sep-2017","361.93","Oct-2017","Sep-2017","0","27","1","INDIVIDUAL","","","","0","0","79494","0","10","1","1","12","79342","76","1","2","150","59","29000","0","0","0","3","4416","23648","0.6","0","0","160","354","12","12","1","12","","18","","2","2","2","5","10","13","8","15","2","18","0","0","0","2","93.1","0","0","0","133752","79494","23800","104752","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","3500","3500","3500"," 36 months"," 14.99%","121.32","C","C4","Fsa","< 1 year","RENT","27156","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","440xx","OH","29.03","1","Jun-2001","0","5","75","9","2","6542","55%","20","w","3102.19","3102.19","600.77","600.77","397.81","202.96","0.0","0.0","0.0","Sep-2017","121.32","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","86867","0","2","0","0","27","13653","49","1","1","1982","51","11900","2","0","1","1","9652","236","96.3","0","0","189","73","12","12","2","12","","11","","0","4","5","4","4","12","6","6","5","9","0","0","0","1","90","100","0","2","121882","20195","6300","27982","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","16000","16000","16000"," 36 months","  7.49%","497.63","A","A4","Assistant Finance Manager","10+ years","MORTGAGE","60000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","104xx","NY","31.97","0","Apr-2004","0","","","15","0","21165","31.9%","27","w","13986.20","13986.20","2474.83","2474.83","2013.80","461.03","0.0","0.0","0.0","Sep-2017","497.63","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","148534","1","4","0","0","26","12721","23","1","2","7628","28","66300","0","0","0","2","9902","39839","34.7","0","0","90","155","4","4","2","4","","18","","0","5","6","8","11","8","10","16","6","15","0","0","0","1","100","12.5","0","0","254792","33886","61000","55992","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","5500","5500","5500"," 36 months"," 10.49%","178.74","B","B2","teacher","6 years","MORTGAGE","37000","Not Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","210xx","MD","17.71","0","Sep-2005","1","","","11","0","8514","61.3%","18","f","4835.17","4835.17","887.29","887.29","664.83","222.46","0.0","0.0","0.0","Sep-2017","178.74","Oct-2017","Sep-2017","0","","1","JOINT","97000","9.09","Not Verified","0","0","257980","1","4","0","1","22","56137","96","0","1","6891","89","13900","7","0","11","3","32248","4586","65","0","0","138","106","18","1","1","18","","2","","0","2","2","3","3","10","6","7","2","11","0","0","0","1","100","50","0","0","266563","64651","13100","58741","14718","Feb-2009","1","1","4","74.8","1","2","1","0","10","N","","","","","","","","","","","","","",""
"","","24000","24000","24000"," 36 months"," 11.44%","790.74","B","B4","Clinical Educator","< 1 year","RENT","65000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","397xx","MS","21.55","1","Apr-2002","0","4","","6","0","4355","37.9%","24","f","21136.22","21136.22","3923.19","3923.19","2863.78","1059.41","0.0","0.0","0.0","Sep-2017","790.74","Oct-2017","Sep-2017","0","4","1","INDIVIDUAL","","","","0","0","25533","0","3","0","4","16","21178","50","0","2","2525","47","11500","1","3","1","6","5107","7145","37.9","0","0","123","179","20","16","1","20","31","7","4","2","2","2","2","3","17","3","6","2","6","0","0","1","0","89.5","0","0","0","54138","25533","11500","42638","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10000","10000","10000"," 36 months"," 11.49%","329.72","B","B5","Laboratory Manager","5 years","RENT","76220","Verified","Mar-2017","Current","n","","","moving","Moving and relocation","917xx","CA","15.38","0","Mar-2006","1","","","9","0","6036","19.6%","15","w","8807.53","8807.53","1635.83","1635.83","1192.47","443.36","0.0","0.0","0.0","Sep-2017","329.72","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","475832","0","1","0","1","14","20943","42","0","0","3189","33","30800","2","1","1","2","52870","22399","19.7","0","0","132","129","35","14","3","35","","0","","0","2","3","3","4","5","5","7","3","9","0","0","0","0","100","0","0","0","565365","26979","27900","50127","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","3025","3025","3025"," 36 months"," 13.99%","103.38","C","C3","Associate manager","4 years","RENT","113000","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","300xx","GA","16.31","0","Oct-2006","1","50","","12","0","15628","72.4%","18","f","2676.40","2676.40","512.2","512.20","348.60","163.60","0.0","0.0","0.0","Sep-2017","103.38","Oct-2017","Sep-2017","0","50","1","INDIVIDUAL","","","","0","0","25158","1","2","1","1","9","9530","24","1","4","4812","42","21600","1","0","2","5","2097","1235","92","0","0","47","125","4","4","0","14","50","4","50","0","6","9","7","11","2","10","16","9","12","0","0","0","2","83.3","85.7","0","0","60600","25158","15500","39000","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","16000","16000","16000"," 36 months","  6.99%","493.97","A","A2","Regional Manager","< 1 year","RENT","120000","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","615xx","IL","11.15","1","May-1995","0","15","","3","0","20740","87.9%","11","f","13972.67","13972.67","2457.42","2457.42","2027.33","430.09","0.0","0.0","0.0","Sep-2017","493.97","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","25805","0","1","0","0","48","5065","25","0","0","0","59","23600","0","2","0","0","8602","","","0","0","123","262","122","48","1","","26","","26","0","0","2","0","3","4","2","6","2","3","0","0","0","0","72.7","","0","0","44109","25805","0","20509","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","5500","5500","5500"," 36 months"," 11.44%","181.22","B","B4","Loan Officer","10+ years","MORTGAGE","85000","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","606xx","IL","11.8","0","Jan-2002","1","70","","12","0","34396","84.7%","21","w","4739.47","4739.47","999.11","999.11","760.53","238.58","0.0","0.0","0.0","Sep-2017","181.22","Oct-2017","Sep-2017","0","70","1","INDIVIDUAL","","","","0","0","552840","0","0","0","0","121","0","","1","3","17251","85","40600","5","0","4","3","50258","470","97.5","0","0","121","182","10","10","3","126","70","1","70","3","2","6","2","7","1","10","17","6","12","0","0","0","1","85.7","100","0","0","619990","34396","18600","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6000","6000","6000"," 36 months"," 13.99%","205.04","C","C3","Senior advisor","10+ years","RENT","55000","Not Verified","Mar-2017","Fully Paid","n","","","debt_consolidation","Debt consolidation","906xx","CA","26.05","5","Sep-1999","0","4","","12","0","15147","36.3%","27","w","0.00","0.00","6247.9128104328","6247.91","6000.00","247.91","0.0","0.0","0.0","Jul-2017","5847.16","","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","24174","0","1","0","4","13","9027","39","1","1","4623","37","41700","0","0","0","5","2015","17850","34.9","0","0","122","210","11","11","0","28","19","20","4","0","3","10","3","10","8","11","19","10","12","0","0","0","1","81.5","66.7","0","0","64912","24174","27400","23212","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","12000","12000","11750"," 36 months","  7.49%","373.22","A","A4","Machine operator","6 years","OWN","69799","Source Verified","Mar-2017","Current","n","","","home_improvement","Home improvement","314xx","GA","16.04","2","May-2011","0","12","","20","0","1488","5.1%","26","f","10489.66","10271.13","1856.11","1817.44","1510.34","345.77","0.0","0.0","0.0","Sep-2017","373.22","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","34038","2","2","1","1","7","32328","81","8","10","1000","49","29200","3","0","5","11","1702","21812","6.4","0","0","67","70","0","0","0","0","12","1","12","0","4","4","12","13","7","17","18","4","20","0","0","0","9","92.3","0","0","0","69936","34038","23300","40168","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","9700","9700","9700"," 36 months"," 12.74%","325.62","C","C1","ELECTRICIAN","10+ years","MORTGAGE","100000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","587xx","ND","27.37","0","May-2007","0","","17","8","1","3562","48.8%","12","f","8562.92","8562.92","1614.37","1614.37","1137.08","477.29","0.0","0.0","0.0","Sep-2017","325.62","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","89525","0","5","0","3","14","85963","61","0","0","2271","59","7300","1","0","0","3","11191","3738","48.8","0","0","118","117","30","14","0","53","","14","","0","2","2","3","4","6","3","6","2","8","0","0","0","0","100","33.3","0","0","136091","89525","7300","128791","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","14800","14800","14800"," 36 months"," 11.39%","487.28","B","B3","Executive chef","4 years","RENT","100000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","750xx","TX","17.23","1","Feb-2002","1","20","","11","0","11600","64.1%","39","w","13032.75","13032.75","2417.67","2417.67","1767.25","650.42","0.0","0.0","0.0","Sep-2017","487.28","Oct-2017","Sep-2017","0","20","1","INDIVIDUAL","","","","0","3726","54091","1","2","0","2","20","42491","70","2","2","3137","69","18100","2","1","2","4","4917","2258","64.7","0","0","127","181","3","3","5","3","50","5","32","7","3","7","3","11","8","8","25","7","11","0","0","1","2","82.1","33.3","0","0","78947","54091","6400","60847","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","21000","21000","21000"," 60 months"," 16.99%","521.8","D","D1","Principal","10+ years","MORTGAGE","120000","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","535xx","WI","12.63","0","Dec-1999","1","32","","21","0","17951","21.7%","56","w","19845.38","19845.38","2599.1","2599.10","1154.62","1444.48","0.0","0.0","0.0","Sep-2017","521.8","Oct-2017","Sep-2017","0","57","1","INDIVIDUAL","","","","0","0","158323","1","3","3","3","5","140372","78","4","8","5592","39","82700","1","1","9","13","7539","50137","22.7","0","0","139","207","8","5","8","9","","2","32","0","5","11","10","16","16","18","32","11","21","0","0","0","8","92.9","0","0","0","231003","158323","64900","148303","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","1200","1200","1200"," 36 months"," 14.99%","41.6","C","C4","Driver","6 years","RENT","40000","Verified","Mar-2017","Current","n","","","major_purchase","Major purchase","972xx","OR","14.79","0","Jun-2012","0","","","5","0","4665","38.9%","7","w","1063.58","1063.58","206.0","206.00","136.42","69.58","0.0","0.0","0.0","Sep-2017","41.6","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","13022","0","1","1","2","8","8357","84","0","4","1796","59","12000","1","2","1","6","2604","7239","37.1","0","0","57","22","14","8","0","14","","8","","0","3","4","3","3","3","4","4","4","5","0","0","0","1","100","0","0","0","22000","13022","11500","10000","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6000","6000","6000"," 36 months"," 11.49%","197.83","B","B5","Interventional Radiology Coordinator ","8 years","MORTGAGE","46000","Source Verified","Mar-2017","Current","n","","","other","Other","554xx","MN","22.96","3","Oct-1996","0","5","","21","0","13153","51.2%","52","w","5284.53","5284.53","981.49","981.49","715.47","266.02","0.0","0.0","0.0","Sep-2017","197.83","Oct-2017","Sep-2017","0","18","1","INDIVIDUAL","","","","0","0","213256","0","3","0","1","14","50730","79","0","5","3308","61","25700","1","0","0","6","11848","1355","87.5","0","0","245","185","15","14","3","22","","13","5","12","5","11","6","8","25","16","24","11","21","0","0","1","0","68","80","0","0","267475","63883","10800","48842","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","15000","15000","15000"," 36 months"," 12.74%","503.54","C","C1","Warehouse Manager","4 years","MORTGAGE","70000","Not Verified","Mar-2017","Current","n","","","home_improvement","Home improvement","630xx","MO","22.5","0","Sep-1993","0","","","19","0","31133","48.3%","44","w","13241.61","13241.61","2496.47","2496.47","1758.39","738.08","0.0","0.0","0.0","Sep-2017","503.54","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","389","94620","1","1","0","1","23","4919","41","1","3","7226","47","64400","0","0","0","4","4980","22456","51.7","0","0","110","267","4","4","4","24","","","","0","10","13","11","19","6","17","34","13","19","0","0","0","1","100","36.4","0","0","159965","36052","46500","12000","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","8000","8000","8000"," 36 months"," 11.39%","263.39","B","B3","Program Manager","4 years","MORTGAGE","65000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","774xx","TX","14.86","1","May-2001","1","23","","17","0","9505","46.6%","27","w","7044.75","7044.75","1306.83","1306.83","955.25","351.58","0.0","0.0","0.0","Sep-2017","263.39","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","591","233707","2","7","1","7","7","61844","109","5","5","3511","93","20400","3","5","3","12","13747","7355","49.6","0","0","166","190","3","3","2","5","","5","","0","4","8","4","4","11","9","13","8","17","0","0","0","6","96.3","50","0","0","246314","71349","14600","56629","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","25000","25000","25000"," 60 months"," 25.49%","740.99","E","E4","Controller","10+ years","MORTGAGE","78000","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","300xx","GA","21.69","0","Dec-2007","4","","","11","0","5246","47%","18","w","23904.70","23904.70","3634.14","3634.14","1095.30","2538.84","0.0","0.0","0.0","Sep-2017","740.99","Oct-2017","Sep-2017","0","56","1","INDIVIDUAL","","","","0","0","181856","2","4","2","4","5","44887","91","2","5","4346","47","11200","4","2","4","10","16532","2100","69","0","0","111","27","6","5","1","11","","3","","0","3","6","3","3","9","6","8","3","11","","0","0","5","100","33.3","0","0","194276","50133","6300","49147","","","","","","","","","","","","N","","","","","","","","","","","","","",""
